"Time","Current sensor 80 kHz"
0,12.161197662353516
4.9999998736893758e-05,12.274927139282227
9.9999997473787516e-05,12.13276481628418
0.00014999999257270247,12.366542816162109
0.00019999999494757503,12.265449523925781
0.00024999998277053237,12.417089462280273
0.00029999998514540493,12.3065185546875
0.0003499999875202775,12.341269493103027
0.00039999998989515007,12.268609046936035
0.00044999999227002263,12.344429016113281
0.00049999996554106474,12.167515754699707
0.00054999999701976776,12.43288516998291
0.00059999997029080987,12.022194862365723
0.00065000000176951289,12.350747108459473
0.000699999975040555,12.3065185546875
0.00075000000651925802,12.391816139221191
0.00079999997979030013,12.290722846984863
0.00084999995306134224,12.218062400817871
0.00089999998454004526,12.353906631469727
0.00094999995781108737,12.382338523864746
0.00099999993108212948,12.290722846984863
0.0010499999625608325,12.022194862365723
0.0010999999940395355,12.281246185302734
0.0011500000255182385,12.417089462280273
0.0011999999405816197,12.252813339233398
0.0012499999720603228,11.772621154785156
0.0013000000035390258,12.27808666229248
0.001349999918602407,12.189630508422852
0.00139999995008111,12.218062400817871
0.001449999981559813,12.173834800720215
0.001500000013038516,13.876621246337891
0.0015499999281018972,12.347588539123535
0.0015999999595806003,12.21174430847168
0.0016499999910593033,12.262290954589844
0.0016999999061226845,12.271768569946289
0.0017499999376013875,12.284404754638672
0.0017999999690800905,12.274927139282227
0.0018500000005587935,12.300200462341309
0.0018999999156221747,12.173834800720215
0.0019499999471008778,12.312837600708008
0.001999999862164259,12.350747108459473
0.0020500000100582838,12.25913143157959
0.002099999925121665,12.322315216064453
0.0021499998401850462,12.369702339172363
0.002199999988079071,12.281246185302734
0.0022499999031424522,12.353906631469727
0.0023000000510364771,12.271768569946289
0.0023499999660998583,12.461318016052246
0.0023999998811632395,12.334951400756836
0.0024500000290572643,12.347588539123535
0.0024999999441206455,12.255972862243652
0.0025499998591840267,12.101173400878906
0.0026000000070780516,12.265449523925781
0.0026499999221414328,12.328633308410645
0.002699999837204814,12.300200462341309
0.0027499999850988388,12.334951400756836
0.00279999990016222,12.372860908508301
0.0028499998152256012,12.410771369934082
0.002899999963119626,12.23069953918457
0.0029499998781830072,12.328633308410645
0.0030000000260770321,12.284404754638672
0.0030499999411404133,12.521342277526855
0.0030999998562037945,12.218062400817871
0.0031500000040978193,12.385498046875
0.0031999999191612005,12.262290954589844
0.0032499998342245817,12.221221923828125
0.0032999999821186066,12.249653816223145
0.0033499998971819878,12.158038139343262
0.003399999812245369,12.312837600708008
0.0034499999601393938,12.300200462341309
0.003499999875202775,12.249653816223145
0.0035500000230967999,11.605185508728027
0.003599999938160181,12.237017631530762
0.0036499998532235622,12.379179954528809
0.0037000000011175871,12.268609046936035
0.0037499999161809683,12.322315216064453
0.0037999998312443495,12.344429016113281
0.0038499999791383743,12.385498046875
0.0038999998942017555,12.309678077697754
0.0039499998092651367,12.407611846923828
0.0039999997243285179,12.347588539123535
0.0040500001050531864,12.224380493164063
0.0041000000201165676,12.300200462341309
0.0041499999351799488,12.3065185546875
0.00419999985024333,12.3065185546875
0.0042499997653067112,12.243335723876953
0.0042999996803700924,12.344429016113281
0.0043500000610947609,12.255972862243652
0.0043999999761581421,12.328633308410645
0.0044499998912215233,12.255972862243652
0.0044999998062849045,12.27808666229248
0.0045499997213482857,12.372860908508301
0.0046000001020729542,12.252813339233398
0.0046500000171363354,12.420248985290527
0.0046999999321997166,12.872008323669434
0.0047499998472630978,12.341269493103027
0.004799999762326479,12.265449523925781
0.0048499996773898602,12.344429016113281
0.0049000000581145287,12.27808666229248
0.0049499999731779099,12.221221923828125
0.004999999888241291,12.688776969909668
0.0050499998033046722,12.309678077697754
0.0050999997183680534,12.237017631530762
0.0051500000990927219,12.461318016052246
0.0052000000141561031,12.255972862243652
0.0052499999292194843,12.227540016174316
0.0052999998442828655,12.303359985351563
0.0053499997593462467,12.357065200805664
0.0053999996744096279,12.303359985351563
0.0054500000551342964,12.334951400756836
0.0054999999701976776,12.505545616149902
0.0055499998852610588,12.353906631469727
0.00559999980032444,12.312837600708008
0.0056499997153878212,12.461318016052246
0.0056999996304512024,12.300200462341309
0.0057500000111758709,12.325473785400391
0.0057999999262392521,12.268609046936035
0.0058499998413026333,12.315996170043945
0.0058999997563660145,12.265449523925781
0.0059499996714293957,12.344429016113281
0.0060000000521540642,12.202266693115234
0.0060499999672174454,12.252813339233398
0.0060999998822808266,12.502387046813965
0.0061499997973442078,12.33811092376709
0.006199999712407589,12.281246185302734
0.0062499996274709702,12.496068954467773
0.0063000000081956387,12.319155693054199
0.0063499999232590199,12.461318016052246
0.006399999838322401,12.249653816223145
0.0064499997533857822,12.436044692993164
0.0064999996684491634,12.25913143157959
0.0065500000491738319,12.388657569885254
0.0065999999642372131,12.300200462341309
0.0066499998793005943,12.252813339233398
0.0066999997943639755,12.268609046936035
0.0067499997094273567,12.290722846984863
0.0067999996244907379,12.398134231567383
0.0068500000052154064,12.287564277648926
0.0068999999202787876,12.502387046813965
0.0069499998353421688,12.312837600708008
0.00699999975040555,12.312837600708008
0.0070499996654689312,12.274927139282227
0.0071000000461935997,12.325473785400391
0.0071499999612569809,12.249653816223145
0.0071999998763203621,12.186470985412598
0.0072499997913837433,12.322315216064453
0.0072999997064471245,12.284404754638672
0.0073499996215105057,12.445522308349609
0.0074000000022351742,12.407611846923828
0.0074499999172985554,12.379179954528809
0.0074999998323619366,12.252813339233398
0.0075499997474253178,12.3065185546875
0.007599999662488699,12.319155693054199
0.0076499995775520802,12.25913143157959
0.0076999999582767487,12.274927139282227
0.0077499998733401299,12.385498046875
0.007799999788403511,12.271768569946289
0.0078499997034668922,12.309678077697754
0.0078999996185302734,12.233858108520508
0.0079499995335936546,12.350747108459473
0.0079999994486570358,12.802507400512695
0.008049999363720417,12.388657569885254
0.0081000002101063728,12.625594139099121
0.008150000125169754,12.221221923828125
0.0082000000402331352,12.325473785400391
0.0082499999552965164,10.985990524291992
0.0082999998703598976,12.287564277648926
0.0083499997854232788,12.300200462341309
0.00839999970048666,12.274927139282227
0.0084499996155500412,12.334951400756836
