"Time","IL"
0,12.210061073303223
4.9999998736893758e-05,12.208078384399414
9.9999997473787516e-05,12.207900047302246
0.00014999999257270247,12.205507278442383
0.00019999999494757503,12.206798553466797
0.00024999998277053237,12.206493377685547
0.00029999998514540493,12.208558082580566
0.0003499999875202775,12.208865165710449
0.00039999998989515007,12.209710121154785
0.00044999999227002263,12.209407806396484
0.00049999996554106474,12.210292816162109
0.00054999999701976776,12.208404541015625
0.00059999997029080987,12.210685729980469
0.00065000000176951289,12.206523895263672
0.000699999975040555,12.207552909851074
0.00075000000651925802,12.207876205444336
0.00079999997979030013,12.209525108337402
0.00084999995306134224,12.20957088470459
0.00089999998454004526,12.20848274230957
0.00094999995781108737,12.209529876708984
0.00099999993108212948,12.211005210876465
0.0010499999625608325,12.211027145385742
0.0010999999940395355,12.206860542297363
0.0011500000255182385,12.20680046081543
0.0011999999405816197,12.208860397338867
0.0012499999720603228,12.208325386047363
0.0013000000035390258,12.20030689239502
0.001349999918602407,12.200300216674805
0.00139999995008111,12.19891357421875
0.001449999981559813,12.197993278503418
0.001500000013038516,12.196395874023438
0.0015499999281018972,12.22138786315918
0.0015999999595806003,12.222134590148926
0.0016499999910593033,12.220749855041504
0.0016999999061226845,12.220176696777344
0.0017499999376013875,12.219758987426758
0.0017999999690800905,12.219545364379883
0.0018500000005587935,12.21918773651123
0.0018999999156221747,12.219229698181152
0.0019499999471008778,12.217299461364746
0.001999999862164259,12.217568397521973
0.0020500000100582838,12.218423843383789
0.002099999925121665,12.217837333679199
0.0021499998401850462,12.218245506286621
0.002199999988079071,12.219386100769043
0.0022499999031424522,12.21912956237793
0.0023000000510364771,12.220009803771973
0.0023499999660998583,12.219594955444336
0.0023999998811632395,12.22214412689209
0.0024500000290572643,12.222681999206543
0.0024999999441206455,12.223407745361328
0.0025499998591840267,12.22269344329834
0.0026000000070780516,12.219575881958008
0.0026499999221414328,12.219069480895996
0.002699999837204814,12.21955680847168
0.0027499999850988388,12.219593048095703
0.00279999990016222,12.220170021057129
0.0028499998152256012,12.221330642700195
0.002899999963119626,12.223063468933105
0.0029499998781830072,12.221960067749023
0.0030000000260770321,12.222402572631836
0.0030499999411404133,12.222146987915039
0.0030999998562037945,12.225592613220215
0.0031500000040978193,12.224252700805664
0.0031999999191612005,12.225544929504395
0.0032499998342245817,12.224896430969238
0.0032999999821186066,12.223616600036621
0.0033499998971819878,12.222800254821777
0.003399999812245369,12.22056770324707
0.0034499999601393938,12.220785140991211
0.003499999875202775,12.22080135345459
0.0035500000230967999,12.220029830932617
0.003599999938160181,12.209216117858887
0.0036499998532235622,12.208429336547852
0.0037000000011175871,12.209871292114258
0.0037499999161809683,12.209567070007324
0.0037999998312443495,12.210104942321777
0.0038499999791383743,12.210979461669922
0.0038999998942017555,12.212480545043945
0.0039499998092651367,12.212776184082031
0.0039999997243285179,12.214593887329102
0.0040500001050531864,12.215447425842285
0.0041000000201165676,12.214365005493164
0.0041499999351799488,12.214482307434082
0.00419999985024333,12.214696884155273
0.0042499997653067112,12.214907646179199
0.0042999996803700924,12.214130401611328
0.0043500000610947609,12.214941024780273
0.0043999999761581421,12.214360237121582
0.0044499998912215233,12.214920997619629
0.0044999998062849045,12.214340209960938
0.0045499997213482857,12.214113235473633
0.0046000001020729542,12.215368270874023
0.0046500000171363354,12.214730262756348
0.0046999999321997166,12.216714859008789
0.0047499998472630978,12.225716590881348
0.004799999762326479,12.226296424865723
0.0048499996773898602,12.22568416595459
0.0049000000581145287,12.226314544677734
0.0049499999731779099,12.225898742675781
0.004999999888241291,12.224603652954102
0.0050499998033046722,12.230622291564941
0.0050999997183680534,12.230632781982422
0.0051500000990927219,12.229509353637695
0.0052000000141561031,12.231902122497559
0.0052499999292194843,12.231054306030273
0.0052999998442828655,12.229776382446289
0.0053499997593462467,12.229701995849609
0.0053999996744096279,12.230465888977051
0.0054500000551342964,12.230380058288574
0.0054999999701976776,12.230788230895996
0.0055499998852610588,12.233851432800293
0.00559999980032444,12.234500885009766
0.0056499997153878212,12.234498977661133
0.0056999996304512024,12.236814498901367
0.0057500000111758709,12.236578941345215
0.0057999999262392521,12.23674201965332
0.0058499998413026333,12.236015319824219
0.0058999997563660145,12.236040115356445
0.0059499996714293957,12.235275268554688
0.0060000000521540642,12.235754013061523
0.0060499999672174454,12.2340087890625
0.0060999998822808266,12.233078002929688
0.0061499997973442078,12.236056327819824
0.006199999712407589,12.236424446105957
0.0062499996274709702,12.235899925231934
0.0063000000081956387,12.238735198974609
0.0063499999232590199,12.238765716552734
0.006399999838322401,12.241013526916504
0.0064499997533857822,12.239924430847168
0.0064999996684491634,12.24176025390625
0.0065500000491738319,12.240806579589844
0.0065999999642372131,12.241888999938965
0.0066499998793005943,12.241574287414551
0.0066999997943639755,12.24052619934082
0.0067499997094273567,12.239740371704102
0.0067999996244907379,12.239311218261719
0.0068500000052154064,12.240565299987793
0.0068999999202787876,12.240074157714844
0.0069499998353421688,12.242941856384277
0.00699999975040555,12.24280834197998
0.0070499996654689312,12.242676734924316
0.0071000000461935997,12.241955757141113
0.0071499999612569809,12.242033958435059
0.0071999998763203621,12.240928649902344
0.0072499997913837433,12.238855361938477
0.0072999997064471245,12.238933563232422
0.0073499996215105057,12.238418579101563
0.0074000000022351742,12.240425109863281
0.0074499999172985554,12.241809844970703
0.0074999998323619366,12.242728233337402
0.0075499997474253178,12.241661071777344
0.007599999662488699,12.241449356079102
0.0076499995775520802,12.241436958312988
0.0076999999582767487,12.24048900604248
